,Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
6510,38,2755.75,1,310018,1002511402,102,WA001,9999A,WA001,300985224,,WA001310018WA0011029999A1002511402300985224
6511,38,2755.75,1,310018,1002511402,102,WA001,9999A,WA001,300985226,,WA001310018WA0011029999A1002511402300985226
6512,38,2755.75,1,310018,1002511402,102,WA001,9999A,WA001,300985250,,WA001310018WA0011029999A1002511402300985250
6513,38,2092.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983984,,ID010310086ID0021013139A-3140A-9999A1052511431300983984
6514,38,2035.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983985,,ID010310086ID0021013139A-3140A-9999A1052511431300983985
6515,38,2104.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983986,,ID010310086ID0021013139A-3140A-9999A1052511431300983986
6516,38,2027.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983987,,ID010310086ID0021013139A-3140A-9999A1052511431300983987
6517,38,2121.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983988,,ID010310086ID0021013139A-3140A-9999A1052511431300983988
6518,38,2032.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983989,,ID010310086ID0021013139A-3140A-9999A1052511431300983989
6519,38,2134.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983994,,ID010310086ID0021013139A-3140A-9999A1052511431300983994
6520,38,2025.0,1,310086,1052511431,101,ID002,3139A-3140A-9999A,ID010,300983995,,ID010310086ID0021013139A-3140A-9999A1052511431300983995
6521,38,2166.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984011,,ID010310086ID0021013139A-3140A-9999A1052511432300984011
6522,38,2051.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984012,,ID010310086ID0021013139A-3140A-9999A1052511432300984012
6523,38,2117.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984013,,ID010310086ID0021013139A-3140A-9999A1052511432300984013
6524,38,2046.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984014,,ID010310086ID0021013139A-3140A-9999A1052511432300984014
6525,38,2102.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984015,,ID010310086ID0021013139A-3140A-9999A1052511432300984015
6526,38,2156.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984016,,ID010310086ID0021013139A-3140A-9999A1052511432300984016
6527,38,2095.0,1,310086,1052511432,101,ID002,3139A-3140A-9999A,ID010,300984105,,ID010310086ID0021013139A-3140A-9999A1052511432300984105
6528,38,2120.0,1,310086,1052511433,101,ID002,3139A-3140A-9999A,ID010,300984308,,ID010310086ID0021013139A-3140A-9999A1052511433300984308
6529,38,2023.0,1,310086,1052511433,101,ID002,3139A-3140A-9999A,ID010,300984309,,ID010310086ID0021013139A-3140A-9999A1052511433300984309
6530,38,2108.0,1,310086,1052511433,101,ID002,3139A-3140A-9999A,ID010,300985170,,ID010310086ID0021013139A-3140A-9999A1052511433300985170
6541,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984405,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984405
6542,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984431,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984431
6543,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984432,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984432
6544,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984433,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984433
6545,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984438,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984438
6546,38,2755.75,1,310724,1012511405,101,WA002,3040A-3045A-3053A-9999A,WA007,300984439,,WA007310724WA0021013040A-3045A-3053A-9999A1012511405300984439
6547,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985632,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985632
6548,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985633,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985633
6549,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985634,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985634
6550,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985635,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985635
6551,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985636,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985636
6552,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985637,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985637
6553,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985715,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985715
6554,38,2755.75,1,310726,1022511456,101,WA003,3002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300985716,233244-1-1-101,WA007310726WA0031013002A-3005WGUM-3007DRYGUM-3007FO-3007S-3015A-3025S-3035A-9999A-9999C-9999CS-9999E1022511456300985716
6565,38,2204.0,1,310774,1002511402,102,WA001,9999A,WA001,300984288,,WA001310774WA0011029999A1002511402300984288
6566,38,2199.0,1,310774,1002511402,102,WA001,9999A,WA001,300984302,,WA001310774WA0011029999A1002511402300984302
6567,38,2205.0,1,310774,1002511402,102,WA001,9999A,WA001,300984322,,WA001310774WA0011029999A1002511402300984322
6568,38,2198.0,1,310774,1002511402,102,WA001,9999A,WA001,300984335,,WA001310774WA0011029999A1002511402300984335
6569,38,2198.0,1,310774,1002511402,102,WA001,9999A,WA001,300984395,,WA001310774WA0011029999A1002511402300984395
6570,38,2199.0,1,310774,1002511402,102,WA001,9999A,WA001,300984400,,WA001310774WA0011029999A1002511402300984400
6571,38,2201.0,1,310774,1002511403,102,WA001,9999A,WA001,300984425,,WA001310774WA0011029999A1002511403300984425
6572,38,2198.0,1,310774,1002511403,102,WA001,9999A,WA001,300984428,,WA001310774WA0011029999A1002511403300984428
6573,38,2198.0,1,310774,1002511403,102,WA001,9999A,WA001,300984436,,WA001310774WA0011029999A1002511403300984436
6574,38,1661.0,1,310774,1002511403,102,WA001,9999A,WA001,300984456,,WA001310774WA0011029999A1002511403300984456
6575,39,1377.875,1,310015,1052511301,101,ID002,3117A-3123A-9999A-9999E,ID010,300982839,,ID010310015ID0021013117A-3123A-9999A-9999E1052511301300982839
6576,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983789,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983789
6577,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983790,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983790
6578,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983791,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983791
6579,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983792,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983792
6580,39,2700.635,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983793,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983793
6581,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983794,233492-1-1-109,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983794
6582,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983795,233492-1-1-109,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983795
6583,39,2755.75,1,310015,1052511303,101,ID002,3117A-3123A-9999A-9999E,TX001,300983796,233492-1-1-109,TX001310015ID0021013117A-3123A-9999A-9999E1052511303300983796
6584,39,2755.75,1,310015,1052511304,101,ID002,3117A-3123A-3132A-9999A-9999E,TX001,300984081,233492-1-1-109,TX001310015ID0021013117A-3123A-3132A-9999A-9999E1052511304300984081
6585,39,2134.0,1,310086,1052511332,101,ID002,3140A-9999A,ID010,300982953,,ID010310086ID0021013140A-9999A1052511332300982953
6586,39,2067.0,1,310086,1052511332,101,ID002,3140A-9999A,ID010,300982954,,ID010310086ID0021013140A-9999A1052511332300982954
6597,39,2022.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983081,,ID010310086ID0021013139A-3140A-9999A1052511335300983081
6598,39,2133.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983087,,ID010310086ID0021013139A-3140A-9999A1052511335300983087
6599,39,2027.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983088,,ID010310086ID0021013139A-3140A-9999A1052511335300983088
6600,39,2116.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983099,,ID010310086ID0021013139A-3140A-9999A1052511335300983099
6601,39,2037.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983100,,ID010310086ID0021013139A-3140A-9999A1052511335300983100
6602,39,2107.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983116,,ID010310086ID0021013139A-3140A-9999A1052511335300983116
6603,39,2021.0,1,310086,1052511335,101,ID002,3139A-3140A-9999A,ID010,300983117,,ID010310086ID0021013139A-3140A-9999A1052511335300983117
6604,39,2113.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983122,,ID010310086ID0021013139A-3140A-9999A1052511336300983122
6605,39,2040.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983123,,ID010310086ID0021013139A-3140A-9999A1052511336300983123
6606,39,2116.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983127,,ID010310086ID0021013139A-3140A-9999A1052511336300983127
6607,39,2032.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983128,,ID010310086ID0021013139A-3140A-9999A1052511336300983128
6608,39,2158.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983147,,ID010310086ID0021013139A-3140A-9999A1052511336300983147
6609,39,2031.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983148,,ID010310086ID0021013139A-3140A-9999A1052511336300983148
6610,39,2115.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983152,,ID010310086ID0021013139A-3140A-9999A1052511336300983152
6611,39,2033.0,1,310086,1052511336,101,ID002,3139A-3140A-9999A,ID010,300983153,,ID010310086ID0021013139A-3140A-9999A1052511336300983153
6612,39,2028.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID002,300983228,,ID002310086ID0021013139A-3140A-9999A1052511337300983228
6613,39,2130.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983159,,ID010310086ID0021013139A-3140A-9999A1052511337300983159
6614,39,2028.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983160,,ID010310086ID0021013139A-3140A-9999A1052511337300983160
6615,39,2096.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983198,,ID010310086ID0021013139A-3140A-9999A1052511337300983198
6616,39,2025.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983199,,ID010310086ID0021013139A-3140A-9999A1052511337300983199
6617,39,2117.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983209,,ID010310086ID0021013139A-3140A-9999A1052511337300983209
6618,39,2023.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983210,,ID010310086ID0021013139A-3140A-9999A1052511337300983210
6619,39,2109.0,1,310086,1052511337,101,ID002,3139A-3140A-9999A,ID010,300983227,,ID010310086ID0021013139A-3140A-9999A1052511337300983227
6620,39,2122.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983247,,ID010310086ID0021013139A-3140A-9999A1052511338300983247
6621,39,2032.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983248,,ID010310086ID0021013139A-3140A-9999A1052511338300983248
6622,39,2131.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983262,,ID010310086ID0021013139A-3140A-9999A1052511338300983262
6623,39,2030.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983264,,ID010310086ID0021013139A-3140A-9999A1052511338300983264
6624,39,2111.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983274,,ID010310086ID0021013139A-3140A-9999A1052511338300983274
6625,39,2042.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983275,,ID010310086ID0021013139A-3140A-9999A1052511338300983275
6626,39,2108.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983291,,ID010310086ID0021013139A-3140A-9999A1052511338300983291
6627,39,2035.0,1,310086,1052511338,101,ID002,3139A-3140A-9999A,ID010,300983292,,ID010310086ID0021013139A-3140A-9999A1052511338300983292
6628,39,2122.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983300,,ID010310086ID0021013139A-3140A-9999A1052511339300983300
6629,39,2060.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983303,,ID010310086ID0021013139A-3140A-9999A1052511339300983303
6630,39,2206.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983309,,ID010310086ID0021013139A-3140A-9999A1052511339300983309
6631,39,2060.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983310,,ID010310086ID0021013139A-3140A-9999A1052511339300983310
6632,39,2113.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983312,,ID010310086ID0021013139A-3140A-9999A1052511339300983312
6633,39,2094.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983313,,ID010310086ID0021013139A-3140A-9999A1052511339300983313
6634,39,2150.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983334,,ID010310086ID0021013139A-3140A-9999A1052511339300983334
6635,39,2059.0,1,310086,1052511339,101,ID002,3139A-3140A-9999A,ID010,300983335,,ID010310086ID0021013139A-3140A-9999A1052511339300983335
6636,39,2134.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983340,,ID010310086ID0021013139A-3140A-9999A1052511340300983340
6637,39,2037.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983341,,ID010310086ID0021013139A-3140A-9999A1052511340300983341
6638,39,2112.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983350,,ID010310086ID0021013139A-3140A-9999A1052511340300983350
6639,39,2117.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983351,,ID010310086ID0021013139A-3140A-9999A1052511340300983351
6640,39,2192.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983355,,ID010310086ID0021013139A-3140A-9999A1052511340300983355
6641,39,2208.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983365,,ID010310086ID0021013139A-3140A-9999A1052511340300983365
6642,39,2054.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300983366,,ID010310086ID0021013139A-3140A-9999A1052511340300983366
6643,39,2042.0,1,310086,1052511340,101,ID002,3139A-3140A-9999A,ID010,300984300,,ID010310086ID0021013139A-3140A-9999A1052511340300984300
6644,39,2104.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983381,,ID010310086ID0021013139A-3140A-9999A1052511341300983381
6645,39,2019.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983382,,ID010310086ID0021013139A-3140A-9999A1052511341300983382
6646,39,2148.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983393,,ID010310086ID0021013139A-3140A-9999A1052511341300983393
6647,39,2054.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983394,,ID010310086ID0021013139A-3140A-9999A1052511341300983394
6648,39,2150.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983399,,ID010310086ID0021013139A-3140A-9999A1052511341300983399
6649,39,2035.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983400,,ID010310086ID0021013139A-3140A-9999A1052511341300983400
6650,39,2118.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983405,,ID010310086ID0021013139A-3140A-9999A1052511341300983405
6651,39,2044.0,1,310086,1052511341,101,ID002,3139A-3140A-9999A,ID010,300983406,,ID010310086ID0021013139A-3140A-9999A1052511341300983406
6652,39,2120.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983429,,ID010310086ID0021013139A-3140A-9999A1052511342300983429
6653,39,2037.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983430,,ID010310086ID0021013139A-3140A-9999A1052511342300983430
6654,39,2128.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983433,,ID010310086ID0021013139A-3140A-9999A1052511342300983433
6655,39,2038.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983435,,ID010310086ID0021013139A-3140A-9999A1052511342300983435
6656,39,2138.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983442,,ID010310086ID0021013139A-3140A-9999A1052511342300983442
6657,39,2043.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983443,,ID010310086ID0021013139A-3140A-9999A1052511342300983443
6658,39,2157.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983449,,ID010310086ID0021013139A-3140A-9999A1052511342300983449
6659,39,2038.0,1,310086,1052511342,101,ID002,3139A-3140A-9999A,ID010,300983450,,ID010310086ID0021013139A-3140A-9999A1052511342300983450
6660,39,2121.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983454,,ID010310086ID0021013139A-3140A-9999A1052511343300983454
6661,39,2025.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983455,,ID010310086ID0021013139A-3140A-9999A1052511343300983455
6662,39,2112.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983456,,ID010310086ID0021013139A-3140A-9999A1052511343300983456
6663,39,2030.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983458,,ID010310086ID0021013139A-3140A-9999A1052511343300983458
6664,39,2100.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983486,,ID010310086ID0021013139A-3140A-9999A1052511343300983486
6665,39,2018.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983488,,ID010310086ID0021013139A-3140A-9999A1052511343300983488
6666,39,2125.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300983501,,ID010310086ID0021013139A-3140A-9999A1052511343300983501
6667,39,2032.0,1,310086,1052511343,101,ID002,3139A-3140A-9999A,ID010,300984301,,ID010310086ID0021013139A-3140A-9999A1052511343300984301
6668,39,1418.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983503,,ID010310086ID0021013139A-3140A-9999A1052511344300983503
6669,39,2125.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983607,,ID010310086ID0021013139A-3140A-9999A1052511344300983607
6670,39,2025.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983610,,ID010310086ID0021013139A-3140A-9999A1052511344300983610
6671,39,2100.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983624,,ID010310086ID0021013139A-3140A-9999A1052511344300983624
6672,39,2028.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983625,,ID010310086ID0021013139A-3140A-9999A1052511344300983625
6673,39,2037.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983670,,ID010310086ID0021013139A-3140A-9999A1052511344300983670
6674,39,2108.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983765,,ID010310086ID0021013139A-3140A-9999A1052511344300983765
6675,39,2129.0,1,310086,1052511344,101,ID002,3139A-3140A-9999A,ID010,300983766,,ID010310086ID0021013139A-3140A-9999A1052511344300983766
6676,39,2029.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID002,300983940,,ID002310086ID0021013139A-3140A-9999A1052511345300983940
6677,39,2135.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983767,,ID010310086ID0021013139A-3140A-9999A1052511345300983767
6678,39,2033.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983768,,ID010310086ID0021013139A-3140A-9999A1052511345300983768
6679,39,2168.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983769,,ID010310086ID0021013139A-3140A-9999A1052511345300983769
6680,39,2028.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983770,,ID010310086ID0021013139A-3140A-9999A1052511345300983770
6681,39,2186.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983782,,ID010310086ID0021013139A-3140A-9999A1052511345300983782
6682,39,2131.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983938,,ID010310086ID0021013139A-3140A-9999A1052511345300983938
6683,39,2135.0,1,310086,1052511345,101,ID002,3139A-3140A-9999A,ID010,300983939,,ID010310086ID0021013139A-3140A-9999A1052511345300983939
6684,40,2755.75,1,310002,1002511201,101,WA001,3405A-9999A-9999E,TX001,300982475,232811-1-2-102,TX001310002WA0011013405A-9999A-9999E1002511201300982475
6685,40,2755.75,1,310002,1002511201,101,WA001,3405A-9999A-9999E,TX001,300982476,232811-1-2-102,TX001310002WA0011013405A-9999A-9999E1002511201300982476
6686,40,2755.75,1,310002,1002511201,101,WA001,3405A-9999A-9999E,TX001,300982477,232811-1-2-102,TX001310002WA0011013405A-9999A-9999E1002511201300982477
6687,40,2755.75,1,310002,1002511201,101,WA001,3405A-9999A-9999E,TX001,300982478,,TX001310002WA0011013405A-9999A-9999E1002511201300982478
6688,40,2755.75,1,310015,1052511202,101,ID002,3117A-3123A-9999A-9999E,TX001,300981307,233491-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052511202300981307
6689,40,2755.75,1,310015,1052511205,101,ID002,3117A-3123A-9999A-9999E,TX001,300981580,233491-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052511205300981580
6690,40,2755.75,1,310015,1052511208,101,ID002,3117A-3123A-9999A-9999E,TX001,300981893,233492-1-1-101,TX001310015ID0021013117A-3123A-9999A-9999E1052511208300981893
6691,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982046,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982046
6692,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982047,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982047
6693,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982066,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982066
6694,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982067,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982067
6695,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982070,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982070
6696,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982071,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982071
6697,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982072,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982072
6698,40,2755.75,1,310015,1052511210,101,ID002,3117A-3123A-9999A-9999E,TX001,300982073,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511210300982073
6699,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982123,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982123
6700,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982124,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982124
6701,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982125,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982125
6702,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982127,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982127
6703,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982260,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982260
6704,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982261,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982261
6705,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982262,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982262
6706,40,2755.75,1,310015,1052511211,101,ID002,3117A-3123A-9999A-9999E,TX001,300982263,233285-1-3-118,TX001310015ID0021013117A-3123A-9999A-9999E1052511211300982263
6707,40,2755.75,1,310015,1052511212,101,ID002,3117A-3123A-9999A-9999E,TX001,300982344,233492-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052511212300982344
6708,40,2755.75,1,310015,1052511213,101,ID002,3117A-3123A-9999A-9999E,TX001,300982396,233492-1-1-109,TX001310015ID0021013117A-3123A-9999A-9999E1052511213300982396
