Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec,Request Date,Actual Ship Date,Order Date
ID002,WA001,"",Order,102,120,310015,232807-1-3-177,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-06-26 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-178,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-06-26 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-179,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-06-26 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-180,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-06-27 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-181,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-182,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-07-01 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-183,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-07-01 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-184,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-07-01 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-185,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-07-03 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-186,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,2025-07-03 00:00:00,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-187,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-188,55115,20,2025-07-01 00:00:00,MEX002,9999A,2025-06-30 00:00:00,,2025-06-05 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-189,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,2025-07-03 00:00:00,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-190,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,2025-07-04 00:00:00,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-191,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,2025-07-04 00:00:00,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-192,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,2025-07-05 00:00:00,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-193,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-194,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-195,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,,2025-06-25 00:00:00
ID002,WA001,"",Order,102,120,310015,232807-1-3-196,55115,20,2025-07-31 00:00:00,MEX002,9999A,2025-07-30 00:00:00,,2025-06-25 00:00:00
WA001,"","",Order,102,120,310002,232811-1-2-102,55115,20,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-22 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-121,41800,19,2025-06-13 00:00:00,ID010,3140A,2025-06-17 00:00:00,2025-06-13 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-122,41800,19,2025-06-12 00:00:00,ID010,3140A,2025-06-18 00:00:00,2025-06-12 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-123,41800,19,2025-06-16 00:00:00,ID010,3140A,2025-06-19 00:00:00,2025-06-17 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-124,41800,19,2025-06-17 00:00:00,ID010,3140A,2025-06-20 00:00:00,2025-06-17 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-125,41800,19,2025-06-17 00:00:00,ID010,3140A,2025-06-20 00:00:00,2025-06-17 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-5-126,41800,19,2025-06-23 00:00:00,ID010,3140A,2025-06-26 00:00:00,2025-06-23 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-6-127,41800,19,2025-07-19 00:00:00,ID010,3140A,2025-07-22 00:00:00,,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-6-128,41800,19,2025-06-27 00:00:00,ID010,3140A,2025-07-01 00:00:00,2025-06-27 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-6-129,41800,19,2025-06-27 00:00:00,ID010,3140A,2025-07-01 00:00:00,2025-06-27 00:00:00,2025-06-02 00:00:00
ID002,"","",Order,101,120,310086,232869-1-6-130,41800,19,2025-07-28 00:00:00,ID002,3140A,2025-07-30 00:00:00,,2025-06-02 00:00:00
WA002,WA003,"",Order,101,120,310726,232948-1-2-104,55115,20,2025-06-06 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-03-17 00:00:00
WA003,WA002,"",Order,101,120,310726,232948-1-2-105,55115,20,2025-07-23 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-06-25 00:00:00
WA001,"","",Order,102,120,310015,233018-1-1-101,2756,1.0000907194048807,2025-07-07 00:00:00,WA001,9999E,2025-06-30 00:00:00,,2025-06-04 00:00:00
WA001,"","",Order,102,120,310018,233018-1-1-101,38580,13.999818561190239,2025-07-07 00:00:00,WA001,9999A,2025-06-30 00:00:00,,2025-06-04 00:00:00
WA003,"","",Order,102,120,310724,233030-1-1-102,55115,20,2025-07-15 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-06-09 00:00:00
WA003,"","",Order,102,120,310724,233030-1-1-103,55115,20,2025-07-16 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-06-27 00:00:00
WA003,"","",Order,101,120,310726,233066-1-1-101,55115,20,2025-06-17 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-10 00:00:00,2025-05-06 00:00:00
WA003,"","",Order,101,120,310726,233066-1-1-102,55115,20,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-23 00:00:00,2025-05-06 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-111,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-05-29 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-112,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-02 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-113,441,0.16002903020956183,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-113,57430,20.840061689195316,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-12 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-114,331,0.12011249206205207,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-114,57540,20.879978227342825,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-16 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-115,937,0.3400163294928785,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-115,56934,20.660074389912,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-16 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-116,551,0.19994556835707158,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-116,57320,20.800145151047808,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-26 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-117,220,0.0798330762950195,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310015,233089-1-3-117,57650,20.91989476549034,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-27 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310086,233091-1-3-104,4400,2,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310086,233091-1-3-104,46200,21,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-02 00:00:00,2025-05-19 00:00:00
ID002,"","",Order,102,120,310086,233091-1-3-105,4400,2,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,"","",Order,102,120,310086,233091-1-3-105,46200,21,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-13 00:00:00,2025-05-19 00:00:00
WA003,WA002,"",Order,102,120,310726,233118-1-2-102,8268,3.000272158214642,2025-06-16 00:00:00,WA007,9999A,2025-06-15 00:00:00,,2025-03-17 00:00:00
WA003,WA002,"",Order,102,120,310726,233118-1-2-102,52359,18.99990928059512,2025-06-16 00:00:00,WA007,9999A,2025-06-15 00:00:00,2025-06-13 00:00:00,2025-03-17 00:00:00
WA003,WA002,"",Order,102,120,310726,233118-1-2-102,104718,37.99981856119024,2025-06-16 00:00:00,WA007,9999A,2025-06-15 00:00:00,2025-06-14 00:00:00,2025-03-17 00:00:00
WA001,"","",Order,102,120,310002,233119-1-3-103,110230,40,2025-07-22 00:00:00,WA001,9999A,2025-07-01 00:00:00,,2025-04-07 00:00:00
WA003,"","",Order,101,120,310726,233153-1-1-101,827,0.3000997913453688,2025-07-01 00:00:00,WA007,3025S,2025-06-15 00:00:00,,2025-04-29 00:00:00
WA003,"","",Order,101,120,310726,233153-1-1-101,440093,159.6999002086546,2025-07-01 00:00:00,WA007,3025S,2025-06-15 00:00:00,2025-06-26 00:00:00,2025-04-29 00:00:00
WA001,"","",Order,102,120,310015,233156-1-3-107,41336,14.999909280595118,2025-06-02 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-06-02 00:00:00,2025-03-25 00:00:00
WA001,"","",Order,102,120,310015,233156-1-3-108,41336,14.999909280595118,2025-06-05 00:00:00,WA001,9999A,2025-06-11 00:00:00,2025-06-05 00:00:00,2025-03-25 00:00:00
WA001,"","",Order,102,120,310015,233156-1-3-109,41336,14.999909280595118,2025-06-12 00:00:00,WA001,9999A,2025-06-23 00:00:00,2025-06-12 00:00:00,2025-03-25 00:00:00
WA001,"","",Order,102,120,310015,233156-1-3-110,41336,14.999909280595118,2025-06-24 00:00:00,WA001,9999A,2025-06-23 00:00:00,2025-06-24 00:00:00,2025-05-01 00:00:00
ID002,WA001,"",Order,102,120,310015,233173-1-2-102,22046,8,2025-07-14 00:00:00,ID010,9999A,2025-07-14 00:00:00,,2025-06-11 00:00:00
WA001,"","",Order,102,120,310018,233175-1-1-102,41336,14.999909280595118,2025-06-06 00:00:00,WA001,9999A,2025-06-11 00:00:00,2025-06-06 00:00:00,2025-05-22 00:00:00
WA001,"","",Order,102,120,310018,233175-1-1-103,41336,14.999909280595118,2025-06-19 00:00:00,WA001,9999A,2025-06-23 00:00:00,2025-06-19 00:00:00,2025-05-22 00:00:00
WA001,"","",Order,102,120,310018,233175-1-2-106,41336,14.999909280595118,2025-07-16 00:00:00,WA001,9999A,2025-07-23 00:00:00,,2025-06-20 00:00:00
WA001,"","",Order,102,120,310018,233175-1-3-104,41336,14.999909280595118,2025-06-27 00:00:00,WA001,9999A,2025-07-02 00:00:00,2025-06-27 00:00:00,2025-06-20 00:00:00
WA001,"","",Order,102,120,310018,233175-1-3-105,41336,14.999909280595118,2025-07-09 00:00:00,WA001,9999A,2025-07-16 00:00:00,,2025-06-20 00:00:00
ID002,WA001,"",Order,102,120,310015,233176-1-1-101,41336,14.999909280595118,2025-07-02 00:00:00,ID002,9999A,2025-06-30 00:00:00,2025-07-02 00:00:00,2025-06-05 00:00:00
WA002,WA002,"",Order,101,120,310726,233205-1-1-102,55115,20,2025-06-12 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-06 00:00:00,2025-04-07 00:00:00
ID002,"","",Order,102,120,310015,233214-1-2-103,55,0.019958269073754874,2025-06-27 00:00:00,ID002,9999A,2025-06-30 00:00:00,,2025-06-03 00:00:00
ID002,"","",Order,102,120,310015,233214-1-2-103,41281,14.979951011521363,2025-06-27 00:00:00,ID002,9999A,2025-06-30 00:00:00,2025-06-27 00:00:00,2025-06-03 00:00:00
WA001,"","",Order,102,120,310015,233219-1-2-102,41336,14.999909280595118,2025-07-11 00:00:00,WA001,9999E,2025-07-11 00:00:00,,2025-06-25 00:00:00
WA001,"","",Order,102,120,310015,233219-1-2-103,41336,14.999909280595118,2025-07-11 00:00:00,WA001,9999E,2025-07-11 00:00:00,,2025-06-26 00:00:00
WA001,"","",Order,102,120,310015,233219-1-2-104,41336,14.999909280595118,2025-07-14 00:00:00,WA001,9999E,2025-07-14 00:00:00,,2025-06-27 00:00:00
WA001,"","",Order,102,120,310002,233220-1-1-101,41336,14.999909280595118,2025-07-01 00:00:00,WA001,9999E,2025-07-21 00:00:00,2025-07-01 00:00:00,2025-06-02 00:00:00
WA001,"","",Order,102,120,310002,233220-1-1-102,41336,14.999909280595118,2025-07-07 00:00:00,WA001,9999E,2025-07-07 00:00:00,,2025-06-25 00:00:00
WA002,WA003,"",Order,101,120,310726,233223-1-1-101,110,0.03991653814750975,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-16 00:00:00
WA002,WA003,"",Order,101,120,310726,233223-1-1-101,110120,39.960083461852484,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-16 00:00:00,2025-04-16 00:00:00
WA002,WA003,"",Order,101,120,310726,233223-1-1-101,55115,20,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-18 00:00:00,2025-04-16 00:00:00
WA002,WA003,"",Order,101,120,310726,233223-1-1-102,165345,60,2025-07-07 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-07-01 00:00:00,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-1-104,110230,40,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-17 00:00:00,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-1-104,55115,20,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-21 00:00:00,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-1-105,276,0.1001542229882972,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-1-105,55115,20,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-17 00:00:00,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-1-105,109954,39.8998457770117,2025-06-26 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-20 00:00:00,2025-04-16 00:00:00
WA002,WA003,"",Order,101,120,310726,233223-1-2-106,220460,80,2025-07-29 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-2-107,165345,60,2025-07-22 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-2-108,165345,60,2025-07-29 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-16 00:00:00
WA002,"","",Order,101,120,310726,233223-1-2-109,165345,60,2025-07-21 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-16 00:00:00
WA002,"","",Order,102,120,310724,233233-1-1-101,551150,200,2025-07-01 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-11 00:00:00
WA002,"","",Order,102,120,310724,233233-1-1-102,551150,200,2025-07-01 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-11 00:00:00
WA002,"","",Order,102,120,310724,233233-1-1-103,551150,200,2025-07-01 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-11 00:00:00
WA002,"","",Order,102,120,310724,233233-1-1-104,551150,200,2025-07-01 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-11 00:00:00
WA002,"","",Order,102,120,310724,233234-1-1-101,551150,200,2025-08-01 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233234-1-1-102,551150,200,2025-08-01 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233234-1-1-103,551150,200,2025-08-01 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233234-1-1-104,551150,200,2025-08-01 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233236-1-1-104,551150,200,2025-06-25 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-28 00:00:00
WA003,"","",Order,102,120,310726,233236-1-1-105,4188,1.5197314705615532,2025-07-09 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-06-17 00:00:00
WA003,WA002,"",Order,102,120,310726,233236-1-1-105,1268,0.4601288215549306,2025-07-09 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-06-17 00:00:00
WA003,"","",Order,102,120,310726,233236-1-1-105,491847,178.48026852943843,2025-07-09 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-19 00:00:00,2025-06-17 00:00:00
WA003,WA002,"",Order,102,120,310726,233236-1-1-105,53847,19.53987117844507,2025-07-09 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-07-03 00:00:00,2025-06-17 00:00:00
WA003,"","",Order,102,120,310726,233237-1-1-101,3913,1.4199401251927788,2025-07-09 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233237-1-1-101,110120,39.960083461852484,2025-07-09 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-26 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233237-1-1-101,437117,158.61997641295474,2025-07-09 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-27 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233237-1-1-102,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310726,233237-1-1-103,551150,200,2025-07-09 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-28 00:00:00
WA002,"","",Order,102,120,310726,233237-1-1-104,330690,120,2025-07-16 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-28 00:00:00
WA002,"","",Order,102,120,310726,233237-1-1-105,551150,200,2025-07-16 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-28 00:00:00
WA002,"","",Order,102,120,310724,233238-1-1-105,220460,80,2025-07-16 00:00:00,WA007,9999E,2025-07-31 00:00:00,,2025-06-11 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-101,551150,200,2025-07-16 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-102,441030,160.0399165381475,2025-07-22 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-102,55115,20,2025-07-22 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-19 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-102,55005,19.960083461852488,2025-07-22 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-20 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-103,220,0.0798330762950195,2025-07-02 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-103,110065,39.94012519277873,2025-07-02 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-24 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-103,110230,40,2025-07-02 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-25 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-103,330635,119.98004173092625,2025-07-02 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-27 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-104,110,0.03991653814750975,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-104,55005,19.960083461852488,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-25 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233239-1-1-104,55115,20,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-26 00:00:00,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233240-1-1-101,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233240-1-1-102,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233240-1-1-103,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA002,"","",Order,102,120,310724,233240-1-1-104,110230,40,2025-07-30 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-101,4244,1.5400526172548308,2025-06-04 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-101,436676,158.45994738274516,2025-06-04 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-05-29 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-101,55115,20,2025-06-04 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-05-30 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-101,55115,20,2025-06-04 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-02 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-102,165,0.05987480722126462,2025-06-25 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-102,275575,100,2025-06-25 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-19 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233241-1-1-102,54950,19.940125192778734,2025-06-25 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-20 00:00:00,2025-04-14 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-106,220,0.0798330762950195,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-06-04 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-106,275575,100,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-27 00:00:00,2025-06-04 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-106,110010,39.920166923704976,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-28 00:00:00,2025-06-04 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-106,110230,40,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-30 00:00:00,2025-06-04 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-106,55115,20,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-07-02 00:00:00,2025-06-04 00:00:00
WA002,"","",Order,102,120,310726,233241-1-1-107,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-06-04 00:00:00
WA002,WA003,"",Order,102,120,310726,233241-1-1-108,330690,120,2025-07-23 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-06-04 00:00:00
WA002,"","",Order,102,120,310726,233242-1-1-101,551150,200,2025-07-15 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233242-1-1-102,1102,0.39989113671414317,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233242-1-1-102,55115,20,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-25 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233242-1-1-102,54013,19.600108863285858,2025-06-27 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-26 00:00:00,2025-04-14 00:00:00
WA003,"","",Order,102,120,310726,233243-1-1-101,551150,200,2025-07-30 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-15 00:00:00
WA003,WA002,"",Order,102,120,310726,233243-1-1-102,110230,40,2025-07-08 00:00:00,WA007,9999E,2025-07-15 00:00:00,2025-07-03 00:00:00,2025-04-15 00:00:00
ID002,"","",Order,102,120,310015,233245-1-1-103,55115,20,2025-07-09 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-22 00:00:00
ID002,"","",Order,102,120,310015,233245-1-1-104,55115,20,2025-07-08 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-22 00:00:00
ID002,"","",Order,102,120,310015,233245-1-1-105,55115,20,2025-07-22 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-05-15 00:00:00
WA003,"","",Order,101,120,310726,233258-1-1-105,55115,20,2025-07-15 00:00:00,WA007,3025S,2025-07-15 00:00:00,,2025-07-03 00:00:00
WA003,"","",Order,102,120,310726,233262-1-1-103,1433,0.5200036287761952,2025-06-16 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-17 00:00:00
WA003,"","",Order,102,120,310726,233262-1-1-103,55060,19.980041730926242,2025-06-16 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-05-06 00:00:00,2025-04-17 00:00:00
WA003,"","",Order,102,120,310726,233262-1-1-103,163967,59.49995464029755,2025-06-16 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-05-09 00:00:00,2025-04-17 00:00:00
