Order#,Ship Date,Demand Type,Item#,Approved Plant 1,Approved Plant 2,Approved Plant 3,Grade,Spec,Order Date,Sum of Ordered Pallets,tewst
233209-1-1-103,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-104,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-105,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-106,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-107,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-108,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-109,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-110,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-111,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-112,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-113,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-114,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-115,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.94003447,#N/A
233209-1-1-116,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-117,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-118,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-119,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-120,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-121,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-122,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233209-1-1-123,4/11/2025 0:00,Order,310015,WA001,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233210-1-1-101,4/11/2025 0:00,Order,310015,ID002,,,102,9999A,4/1/2025 0:00,15.98004173,#N/A
233210-1-1-102,4/11/2025 0:00,Order,310015,ID002,,,102,9999A,4/1/2025 0:00,16,#N/A
233210-1-1-103,4/11/2025 0:00,Order,310015,ID002,,,102,9999A,4/1/2025 0:00,16,#N/A
232869-1-3-115,4/12/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
232869-1-3-116,4/12/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
233105-1-1-103,4/12/2025 0:00,Order,310086,ID002,,,102,3139A,3/14/2025 0:00,19,#N/A
233105-1-1-104,4/12/2025 0:00,Order,310086,ID002,,,102,3139A,3/14/2025 0:00,19,#N/A
233126-1-1-101,4/12/2025 0:00,Order,310086,ID002,,,102,9999A,3/28/2025 0:00,20,#N/A
233126-1-1-102,4/12/2025 0:00,Order,310086,ID002,,,102,9999A,3/28/2025 0:00,15,#N/A
232869-1-3-118,4/14/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
233208-1-1-101,4/14/2025 0:00,Order,310015,ID002,,,102,9999A,4/3/2025 0:00,80,#N/A
233250-1-1-101,4/14/2025 0:00,Order,310015,ID002,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
10014999,4/15/2025 0:00,Order,310002,WA001,,,101,9999E,4/14/2025 0:00,0.039916538,#N/A
10014999,4/15/2025 0:00,Order,310015,WA001,,,101,9999E,4/14/2025 0:00,0.019958269,#N/A
232701-1-4-114,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,2/19/2025 0:00,14.99990928,#N/A
232800-1-2-103,4/15/2025 0:00,Order,310726,WA002,,,102,9999E,2/19/2025 0:00,60,#N/A
232800-1-2-108,4/15/2025 0:00,Order,310726,WA002,,,102,9999E,2/20/2025 0:00,0.039916538,#N/A
232865-1-2-106,4/15/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,0.099791345,#N/A
232869-1-3-119,4/15/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
232875-1-2-104,4/15/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,0.079833076,#N/A
232983-1-1-101,4/15/2025 0:00,Order,310726,WA003,,,101,3007FO,3/17/2025 0:00,0.019958269,#N/A
233105-1-1-105,4/15/2025 0:00,Order,310086,ID002,,,102,3139A,3/14/2025 0:00,19,#N/A
233115-1-1-103,4/15/2025 0:00,Order,310726,WA003,,,102,9999E,3/17/2025 0:00,0.019958269,#N/A
233200-1-1-106,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-107,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-108,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-109,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-110,4/15/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233251-1-1-101,4/15/2025 0:00,Order,310002,WA001,,,102,9999A,4/7/2025 0:00,9.000090719,#N/A
233251-1-1-101,4/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,5.999818561,#N/A
233261-1-1-102,4/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
232128-1-5-119,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/28/2025 0:00,80,#N/A
232128-1-5-120,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/28/2025 0:00,80,#N/A
232130-1-6-112,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/21/2025 0:00,20,#N/A
232130-1-6-113,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/21/2025 0:00,20,#N/A
232130-1-6-114,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/21/2025 0:00,20,#N/A
232130-1-6-115,4/16/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/21/2025 0:00,20,#N/A
232800-1-2-108,4/16/2025 0:00,Order,310726,WA002,,,102,9999E,2/20/2025 0:00,59.96008346,#N/A
232865-1-2-106,4/16/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,159.9002087,#N/A
232869-1-3-120,4/16/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
232875-1-2-104,4/16/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,199.9201669,#N/A
232910-1-1-101,4/16/2025 0:00,Order,310002,WA001,,,102,9999A,2/12/2025 0:00,160,#N/A
232937-1-2-102,4/16/2025 0:00,Order,310726,WA002,,,102,9999E,2/18/2025 0:00,20,#N/A
232983-1-1-101,4/16/2025 0:00,Order,310726,WA003,,,101,3007FO,3/17/2025 0:00,159.9800417,#N/A
233115-1-1-103,4/16/2025 0:00,Order,310726,WA003,,,102,9999E,3/17/2025 0:00,79.98004173,#N/A
233261-1-1-103,4/16/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
232743-1-4-107,4/17/2025 0:00,Order,310015,WA001,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
233261-1-1-106,4/17/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-107,4/17/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-108,4/17/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
232152-1-4-105,4/18/2025 0:00,Order,310002,WA001,,,102,9999A,2/7/2025 0:00,14.99990928,#N/A
232754-1-1-104,4/18/2025 0:00,Order,310726,WA003,,,101,3025S,1/24/2025 0:00,120,#N/A
232869-1-3-117,4/18/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
233158-1-1-103,4/18/2025 0:00,Order,310086,ID002,,,102,3139A,3/27/2025 0:00,19,#N/A
233261-1-1-101,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-104,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-105,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-109,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-110,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-111,4/18/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
10014900,4/19/2025 0:00,Order,310086,ID002,,,101,,4/8/2025 0:00,2,#N/A
10014900,4/19/2025 0:00,Order,310086,ID002,,,102,,4/8/2025 0:00,1,#N/A
232513-1-13-108,4/19/2025 0:00,Order,310768,ID002,,,101,9999A,3/6/2025 0:00,20,#N/A
233158-1-1-101,4/19/2025 0:00,Order,310086,ID002,,,102,3139A,3/27/2025 0:00,19,#N/A
233158-1-1-102,4/19/2025 0:00,Order,310086,ID002,,,102,3139A,3/27/2025 0:00,19,#N/A
232677-1-2-103,4/20/2025 0:00,Order,310015,ID002,,,102,3117A,3/3/2025 0:00,14.99990928,#N/A
232935-1-2-102,4/20/2025 0:00,Order,310724,WA002,,,102,9999E,2/18/2025 0:00,40,232935-1-2-102
233269-1-1-101,4/20/2025 0:00,Order,310015,ID002,,,102,9999A,4/8/2025 0:00,16,#N/A
233269-1-1-102,4/20/2025 0:00,Order,310015,ID002,,,102,9999A,4/8/2025 0:00,16,#N/A
233269-1-1-103,4/20/2025 0:00,Order,310015,ID002,,,102,9999A,4/8/2025 0:00,16,#N/A
232089-1-3-1182066,4/21/2025 0:00,Order,310726,WA002,WA003,,102,9999A,12/6/2024 0:00,20,#N/A
232130-1-6-116,4/21/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/21/2025 0:00,20,#N/A
232701-1-4-115,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,2/19/2025 0:00,14.99990928,#N/A
232869-1-3-114,4/21/2025 0:00,Order,310086,ID002,,,101,3140A,3/14/2025 0:00,19,#N/A
232946-1-2-104,4/21/2025 0:00,Order,310724,WA002,WA003,,102,9999E,3/5/2025 0:00,240,#N/A
233156-1-1-103,4/21/2025 0:00,Order,310015,WA001,,,102,9999A,3/25/2025 0:00,14.99990928,#N/A
233200-1-1-111,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-112,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-113,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-114,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,16,#N/A
233200-1-1-115,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,3/31/2025 0:00,14.99990928,#N/A
233214-1-1-102,4/21/2025 0:00,Order,310015,ID002,,,102,9999A,4/8/2025 0:00,14.99990928,#N/A
233261-1-1-112,4/21/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233286-1-1-101,4/21/2025 0:00,Order,310015,WA001,,,102,9999A,4/8/2025 0:00,14.99990928,#N/A
233286-1-1-102,4/21/2025 0:00,Order,310015,WA001,,,102,9999A,4/8/2025 0:00,14.99990928,#N/A
233286-1-1-103,4/21/2025 0:00,Order,310015,WA001,,,102,9999A,4/8/2025 0:00,14.99990928,#N/A
10015172,4/22/2025 0:00,Order,310015,WA002,ID002,,102,9999A,4/22/2025 0:00,0.019958269,#N/A
10015172,4/22/2025 0:00,Order,310724,WA002,ID002,,102,9999A,4/22/2025 0:00,0.019958269,#N/A
232925-1-2-102,4/22/2025 0:00,Order,310726,WA002,WA003,,102,9999A,2/27/2025 0:00,20,#N/A
233173-1-1-101,4/22/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,8,#N/A
233261-1-1-113,4/22/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
10015103,4/23/2025 0:00,Order,310015,WA003,,,102,9999A,4/17/2025 0:00,14.99990928,#N/A
10015173,4/23/2025 0:00,Order,310015,ID002,,,102,9999A,4/22/2025 0:00,0.079833076,#N/A
233115-1-1-102,4/23/2025 0:00,Order,310726,WA003,,,102,9999E,3/17/2025 0:00,200,233115-1-1-102
233261-1-1-114,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233288-1-1-101,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-1-102,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-1-103,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-1-104,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-1-105,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233290-1-1-101,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,16,#N/A
233308-1-1-101,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233308-1-1-102,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233308-1-1-103,4/23/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
232743-1-5-108,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-115,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-116,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-117,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233320-1-1-101,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-116,4/24/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
232146-1-4-116,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
232146-1-4-117,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
232146-1-4-118,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
232146-1-4-119,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
232146-1-4-120,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,3/27/2025 0:00,14.99990928,#N/A
232380-1-2-102,4/25/2025 0:00,Order,310002,WA001,,,102,9999A,3/19/2025 0:00,100,#N/A
232381-1-1-101,4/25/2025 0:00,Order,310726,WA003,WA002,,102,9999A,3/21/2025 0:00,20,#N/A
233261-1-1-118,4/25/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-119,4/25/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233261-1-1-120,4/25/2025 0:00,Order,310015,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233273-1-1-102,4/25/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,6.400072576,#N/A
233334-1-1-101,4/25/2025 0:00,Order,310015,WA001,,,102,9999A,4/17/2025 0:00,4,#N/A
10015422,4/28/2025 0:00,Order,310726,WA002,,,101,9999E,4/28/2025 0:00,0.019958269,#N/A
232629-1-2-106,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232629-1-2-107,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232629-1-2-108,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232629-1-2-109,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232629-1-2-110,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232630-1-1-101,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,20.99972784,#N/A
232630-1-1-102,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
232701-1-4-116,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,2/19/2025 0:00,14.99990928,#N/A
232800-1-3-109,4/28/2025 0:00,Order,310726,WA003,,,102,9999E,2/20/2025 0:00,100,232800-1-3-109
232997-1-1-101,4/28/2025 0:00,Order,310015,ID002,WA001,,102,3132A,3/4/2025 0:00,21.00009072,#N/A
232997-1-1-102,4/28/2025 0:00,Order,310015,ID002,WA001,,102,3132A,3/4/2025 0:00,21.00009072,#N/A
232997-1-1-103,4/28/2025 0:00,Order,310015,ID002,WA001,,102,3132A,3/4/2025 0:00,21.00009072,#N/A
232997-1-1-104,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/4/2025 0:00,21.00009072,#N/A
233089-1-1-101,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/18/2025 0:00,21.00009072,#N/A
233089-1-1-102,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/18/2025 0:00,21.00009072,#N/A
233089-1-1-103,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/18/2025 0:00,21.00009072,#N/A
233091-1-1-101,4/28/2025 0:00,Order,310086,ID002,,,102,9999A,3/18/2025 0:00,23,#N/A
233101-1-2-104,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/14/2025 0:00,20.99972784,#N/A
233101-1-2-105,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/14/2025 0:00,21.00009072,#N/A
233101-1-2-106,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,3/14/2025 0:00,20.99972784,#N/A
233163-1-1-101,4/28/2025 0:00,Order,310002,ID002,,,102,9999A,3/26/2025 0:00,14.99990928,#N/A
233186-1-1-102,4/28/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/3/2025 0:00,40,#N/A
233187-1-1-102,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/28/2025 0:00,21.00009072,#N/A
233285-1-1-101,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,20.99972784,#N/A
233285-1-1-102,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,21.00009072,#N/A
233285-1-1-103,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,21.00009072,#N/A
233285-1-1-104,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,21.00009072,#N/A
233285-1-1-105,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,21.00009072,#N/A
233285-1-1-106,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/10/2025 0:00,21.00009072,#N/A
233320-1-1-102,4/28/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-103,4/28/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233336-1-1-101,4/28/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-102,4/28/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-103,4/28/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-104,4/28/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-105,4/28/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233360-1-1-101,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,16,#N/A
233360-1-1-102,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,16,#N/A
233360-1-1-103,4/28/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,16,#N/A
233371-1-1-101,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/23/2025 0:00,16,#N/A
233371-1-1-102,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/23/2025 0:00,16,#N/A
233371-1-1-103,4/28/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/23/2025 0:00,16,#N/A
232707-1-1-101,4/29/2025 0:00,Order,310724,WA002,,,102,9999A,3/11/2025 0:00,16,232707-1-1-101
232946-1-1-102,4/29/2025 0:00,Order,310724,WA002,WA003,,102,9999E,3/5/2025 0:00,400,#N/A
232946-1-2-105,4/29/2025 0:00,Order,310724,WA002,WA003,,102,9999E,3/5/2025 0:00,160,#N/A
233158-1-1-104,4/29/2025 0:00,Order,310086,ID002,,,102,3139A,3/27/2025 0:00,19,#N/A
233169-1-1-101,4/29/2025 0:00,Order,310726,WA003,,,101,3007S,4/7/2025 0:00,400,233169-1-1-101
233198-1-1-103,4/29/2025 0:00,Order,310726,WA003,,,101,9999E,4/3/2025 0:00,40,233198-1-1-103
233309-1-1-102,4/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233309-1-1-103,4/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233309-1-1-104,4/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233309-1-1-105,4/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233309-1-1-106,4/29/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233320-1-1-104,4/29/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-105,4/29/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-106,4/29/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233356-1-1-101,4/29/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,0.680032659,#N/A
233357-1-1-101,4/29/2025 0:00,Order,310672,WA003,,,102,9999A,4/21/2025 0:00,0.66007439,#N/A
232128-1-5-121,4/30/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,2/28/2025 0:00,100,#N/A
232163-1-5-1181651,4/30/2025 0:00,Order,310726,WA003,,,101,3025S,11/21/2024 0:00,100,#N/A
232501-1-5-117,4/30/2025 0:00,Order,310015,ID002,WA001,,102,9999E,3/20/2025 0:00,17.99981856,232501-1-5-117
232501-1-5-118,4/30/2025 0:00,Order,310015,ID002,WA001,,102,9999E,3/20/2025 0:00,18.00018144,232501-1-5-118
232501-1-5-119,4/30/2025 0:00,Order,310015,ID002,WA001,,102,9999E,3/20/2025 0:00,14.99990928,232501-1-5-119
232501-1-5-120,4/30/2025 0:00,Order,310015,ID002,WA001,,102,9999E,3/20/2025 0:00,14.99990928,232501-1-5-120
232865-1-3-107,4/30/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,120,#N/A
233077-1-1-101,4/30/2025 0:00,Order,310726,WA003,,,102,9999E,3/12/2025 0:00,480,233077-1-1-101
233188-1-1-101,4/30/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/10/2025 0:00,80,#N/A
233275-1-1-101,4/30/2025 0:00,Order,310015,ID002,,,101,3123A,4/9/2025 0:00,45.59992742,#N/A
233320-1-1-107,4/30/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-108,4/30/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233372-1-1-101,4/30/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-102,4/30/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-103,4/30/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,233372-1-1-103
10015064,5/1/2025 0:00,Order,310002,,,,101,,4/15/2025 0:00,1.000090719,#N/A
10015067,5/1/2025 0:00,Order,310015,,,,101,9999A,4/15/2025 0:00,3.940125193,#N/A
10015067,5/1/2025 0:00,Order,310018,,,,102,9999A,4/15/2025 0:00,4.640116121,#N/A
10015067,5/1/2025 0:00,Order,310774,,,,102,9999A,4/15/2025 0:00,2,#N/A
232381-1-2,5/1/2025 0:00,Contract,310726,WA003,WA002,,102,9999A,,0.620005625,#N/A
232483-1-2-104,5/1/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232483-1-2-105,5/1/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232738-1-1-101,5/1/2025 0:00,Order,310724,WA002,,,102,9999A,1/13/2025 0:00,14.99990928,#N/A
232786-1-1-101,5/1/2025 0:00,Order,310724,WA002,,,102,9999A,1/23/2025 0:00,14.99990928,#N/A
232807-1-1-101,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-102,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-103,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-104,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-105,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-106,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-107,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-108,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-109,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
