W_INSERT_DT,WHSE_CODE,ITEM_NUMBER,PRODUCTION_PLANT,QC_GRADE,SPEC,AGE,Sum of Inventory Pallets,ALLOCATED_ORDER_NUM,Allocation Date
2025-06-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,0,"",
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,2,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,12,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,4,"",
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,232630-1-2-109,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,10,232630-1-3-111,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,7,233089-1-3-112,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,16,233285-1-3-118,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,5,233285-1-3-118,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233491-1-1-102,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233491-1-1-103,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233491-1-1-104,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233492-1-1-101,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233492-1-1-102,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,1,233492-1-1-109,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,3,233492-1-1-109,
2025-06-08 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,3,233528-1-1-101,
2025-06-08 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,42,9,233528-1-1-102,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,4,"",
2025-06-09 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,2,"",
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,26,"",
2025-06-20 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,4,"",
2025-06-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,0,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,3,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,12,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,4,"",
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,16,233285-1-3-118,
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,5,233285-1-3-118,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,1,233491-1-1-102,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,1,233492-1-1-109,
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,3,233492-1-1-109,
2025-06-09 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,3,233528-1-1-101,
2025-06-09 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,9,233528-1-1-102,
2025-06-24 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,11,233528-1-1-105,
2025-06-24 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,43,6,233528-1-1-106,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,1,"",
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,4,"",
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,2,"",
2025-06-21 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,4,"",
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,1,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,0,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,3,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,12,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,1,"",
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,16,233285-1-3-118,
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,5,233285-1-3-118,
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,1,233492-1-1-109,
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,3,233528-1-1-101,
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,9,233528-1-1-102,
2025-06-11 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,5,233528-1-1-103,
2025-06-25 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,11,233528-1-1-105,
2025-06-25 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,6,233528-1-1-106,
2025-06-11 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,44,21,233534-1-1-101,
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,1,"",
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,4,"",
2025-06-22 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,4,"",
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,7,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,1,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,0,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,3,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,3,"",
2025-06-11 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,2,233089-1-3-115,
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,16,233285-1-3-118,
2025-06-11 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,3,233528-1-1-101,
2025-06-11 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,9,233528-1-1-102,
2025-06-12 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,5,233528-1-1-103,
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,11,233528-1-1-105,
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,6,233528-1-1-106,
2025-06-12 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,45,21,233534-1-1-101,
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,1,"",
2025-06-23 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,4,"",
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,2,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,11,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,1,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,0,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,1,"",
2025-06-12 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,2,233089-1-3-115,
2025-06-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,4,233444-1-2-104,
2025-06-12 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,3,233528-1-1-101,
2025-06-12 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,9,233528-1-1-102,
2025-06-13 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,5,233528-1-1-103,
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,11,233528-1-1-105,
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,46,6,233528-1-1-106,
2025-06-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,0,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,3,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,11,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,1,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,0,"",
2025-06-13 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,2,233089-1-3-115,
2025-06-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,1,233444-1-2-104,
2025-06-08 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,4,233444-1-2-104,
2025-06-13 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,3,233528-1-1-101,
2025-06-13 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,9,233528-1-1-102,
2025-06-24 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,47,4,233528-1-1-105,
2025-06-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,0,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,3,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,11,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,0,"",
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,8,232630-1-1-104,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,3,232630-1-2-109,
2025-06-14 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,2,233089-1-3-115,
2025-06-08 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,1,233444-1-2-104,
2025-06-09 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,4,233444-1-2-104,
2025-06-25 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,48,4,233528-1-1-105,
2025-06-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,0,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,3,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,3,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,8,232630-1-1-104,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,4,232630-1-2-109,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,3,232630-1-2-109,
2025-06-15 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,2,233089-1-3-115,
2025-06-09 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,1,233444-1-2-104,
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,4,233444-1-2-104,
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,49,4,233528-1-1-105,
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,0,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,1,"",
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,8,232630-1-1-104,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,4,232630-1-2-109,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,3,232630-1-2-109,
2025-06-16 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,2,233089-1-3-115,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,1,233423-1-1-108,
2025-06-10 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,1,233444-1-2-104,
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,50,4,233528-1-1-105,
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,0,"",
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,17,232630-1-2-108,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,2,232630-1-2-109,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,4,232630-1-2-109,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,3,232630-1-2-109,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,5,233285-1-3-115,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,21,233285-1-3-116,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,51,1,233423-1-1-108,
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,1,"",
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,3,232630-1-2-108,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,17,232630-1-2-108,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,2,232630-1-2-109,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,4,232630-1-2-109,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,3,232630-1-2-109,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,5,233285-1-3-114,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,16,233285-1-3-115,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,5,233285-1-3-115,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,21,233285-1-3-116,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,52,1,233423-1-1-108,
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,0,"",
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,0,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,1,"",
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,11,232630-1-1-104,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,3,232630-1-2-108,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,2,232630-1-2-109,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,4,232630-1-2-109,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,21,233285-1-3-113,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,16,233285-1-3-114,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,5,233285-1-3-114,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,16,233285-1-3-115,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,21,233285-1-3-116,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,53,1,233423-1-1-108,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,1,"",
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,0,"",
2025-06-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,0,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,0,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,1,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,11,232630-1-1-104,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,2,232630-1-2-109,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,21,233285-1-3-113,
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,16,233285-1-3-114,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,21,233285-1-3-116,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,54,1,233423-1-1-108,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,0,"",
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,1,"",
2025-06-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,0,"",
2025-06-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,0,"",
2025-07-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,0,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,1,"",
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,11,232630-1-1-104,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,1,232630-1-2-108,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,2,232630-1-2-109,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,21,233285-1-3-116,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,55,1,233423-1-1-108,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,1,"",
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,0,"",
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,1,"",
2025-06-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,0,"",
2025-06-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,0,"",
2025-07-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,0,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,0,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,1,232630-1-2-108,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,1,233423-1-1-108,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,10,233486-1-1-102,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,16,233486-1-1-103,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,15,233486-1-1-104,
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,56,4,233486-1-1-105,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,1,"",
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,0,"",
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,1,"",
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,1,"",
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,1,"",
2025-06-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,0,"",
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,0,"",
2025-07-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,0,"",
2025-05-31 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,6,233486-1-1-102,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,10,233486-1-1-102,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,16,233486-1-1-103,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,15,233486-1-1-104,
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,57,4,233486-1-1-105,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,3,"",
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,3,"",
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,0,"",
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,1,"",
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,1,"",
2025-07-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,0,"",
2025-06-01 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,6,233486-1-1-102,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,10,233486-1-1-102,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,16,233486-1-1-103,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,15,233486-1-1-104,
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,4,233486-1-1-105,
2025-06-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,58,1,233534-1-1-105,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,2,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,3,"",
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,0,"",
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,3,"",
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,0,"",
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,1,"",
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,1,"",
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,0,"",
2025-07-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,3,"",
2025-06-02 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,6,233486-1-1-102,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,10,233486-1-1-102,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,16,233486-1-1-103,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,15,233486-1-1-104,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,4,233486-1-1-105,
2025-06-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,59,1,233534-1-1-105,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,2,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,2,"",
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,0,"",
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,2,"",
2025-06-05 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,0,"",
2025-06-06 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,1,"",
2025-06-26 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,0,"",
2025-06-27 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,0,"",
2025-07-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,2,"",
2025-07-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,4,"",
2025-06-07 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,1,233444-1-2-104,
2025-06-03 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,6,233486-1-1-102,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,15,233486-1-1-104,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,4,233486-1-1-105,
2025-06-04 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,1,233486-1-1-109,
2025-05-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,3,233492-1-1-107,
2025-06-30 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,60,1,233534-1-1-105,
2025-05-28 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,61,2,"",
2025-05-29 00:00:00,TX001,310015,ID002,101,3117A-3123A-9999A-9999E,61,2,"",
