,LOT_NO,SUBLOT_NO,join_col
7915,1022511054,300979809,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7916,1022511054,300979868,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7917,1022511054,300979869,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7918,1022511054,300979870,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7919,1022511054,300979908,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7920,1022511054,300979909,WA007310726WA0031013002A-3025S-3033A-9999A-9999E17
7921,1022511055,300979910,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7922,1022511055,300979911,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7923,1022511055,300979912,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7924,1022511055,300979951,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7925,1022511055,300979953,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7926,1022511055,300979954,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7927,1022511055,300979956,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7928,1022511055,300979957,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7929,1022511056,300979986,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7930,1022511056,300979987,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7931,1022511056,300979988,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7932,1022511056,300979989,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7933,1022511056,300979996,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7934,1022511056,300979997,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7935,1022511056,300979998,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7936,1022511056,300980017,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7937,1022511057,300980019,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7938,1022511057,300980021,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7939,1022511057,300980028,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7940,1022511057,300980056,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7941,1022511057,300980057,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7942,1022511057,300980223,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7943,1022511057,300980224,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7944,1022511057,300980225,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7945,1022511058,300980227,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7946,1022511058,300980228,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7947,1022511058,300980229,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7948,1022511058,300980230,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7949,1022511058,300980258,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7950,1022511058,300980259,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7951,1022511058,300980260,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7952,1022511058,300980261,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7953,1022511059,300980337,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7954,1022511059,300980338,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7955,1022511059,300980339,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7956,1022511059,300980340,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7957,1022511059,300980343,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7958,1022511059,300980344,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7959,1022511059,300980345,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7960,1022511059,300980346,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E17
7961,1022511060,300980375,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7962,1022511060,300980376,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7963,1022511060,300980383,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7964,1022511060,300980384,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7965,1022511060,300980432,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E17
7966,1022511151,300980834,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7967,1022511151,300980883,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7968,1022511151,300980884,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7969,1022511151,300980885,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7970,1022511151,300980886,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7971,1022511151,300980887,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7972,1022511151,300980918,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7973,1022511151,300980919,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E16
7974,1022511152,300980920,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7975,1022511152,300980921,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7976,1022511152,300980996,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7977,1022511152,300980997,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7978,1022511152,300980998,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7979,1022511152,300980999,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7980,1022511152,300981000,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7981,1022511152,300981001,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7982,1022511153,300981034,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7983,1022511153,300981035,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7984,1022511153,300981036,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7985,1022511153,300981037,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7986,1022511153,300981058,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7987,1022511153,300981059,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7988,1022511153,300981061,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7989,1022511153,300981062,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7990,1022511154,300981100,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7991,1022511154,300981101,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7992,1022511154,300981102,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7993,1022511154,300981103,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7994,1022511154,300981127,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7995,1022511154,300981128,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7996,1022511154,300981170,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7997,1022511154,300981171,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7998,1022511155,300981172,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
7999,1022511155,300981173,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8000,1022511155,300981174,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8001,1022511155,300981175,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8002,1022511155,300981297,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8003,1022511155,300981298,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8004,1022511155,300981299,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8005,1022511155,300981300,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8006,1022511156,300981376,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8007,1022511156,300981377,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8008,1022511156,300981378,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8009,1022511156,300981379,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8010,1022511156,300981418,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8011,1022511156,300981429,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8012,1022511156,300981439,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8013,1022511156,300981440,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8014,1022511157,300981562,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8015,1022511157,300981563,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8016,1022511157,300981564,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8017,1022511157,300981565,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8018,1022511157,300981567,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8019,1022511157,300981568,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8020,1022511157,300981569,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8021,1022511157,300981570,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8022,1022511158,300981656,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8023,1022511158,300981657,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8024,1022511158,300981658,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8025,1022511158,300981659,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8026,1022511158,300981668,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8027,1022511158,300981669,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8028,1022511158,300981670,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8029,1022511158,300981671,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E16
8030,1022511159,300981751,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8031,1022511159,300981752,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8032,1022511159,300981753,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8033,1022511159,300981754,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8034,1022511159,300981756,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8035,1022511159,300981849,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8036,1022511159,300981850,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8037,1022511159,300981851,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E16
8038,1022511160,300981900,WA007310726WA0031013007S-3025S-3035A-9999A-9999E16
8039,1022511160,300981901,WA007310726WA0031013007S-3025S-3035A-9999A-9999E16
8040,1022511160,300982023,WA007310726WA0031013007S-3025S-3035A-9999A-9999E16
8041,1022511251,300982375,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8042,1022511251,300982399,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8043,1022511251,300982400,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8044,1022511251,300982401,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8045,1022511251,300982456,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8046,1022511251,300982457,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8047,1022511251,300982458,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8048,1022511251,300982459,WA007310726WA0031013007S-3025S-3033A-3035A-9999A-9999E15
8049,1022511252,300982460,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8050,1022511252,300982461,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8051,1022511252,300982462,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8052,1022511252,300982472,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8053,1022511252,300982473,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8054,1022511252,300982474,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8055,1022511252,300982553,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8056,1022511252,300982554,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8057,1022511253,300982556,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8058,1022511253,300982557,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8059,1022511253,300982558,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8060,1022511253,300982559,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8061,1022511253,300982611,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8062,1022511253,300982612,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8063,1022511253,300982613,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8064,1022511253,300982614,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8065,1022511254,300982624,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8066,1022511254,300982625,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8067,1022511254,300982626,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8068,1022511254,300982637,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8069,1022511254,300982638,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8070,1022511254,300982672,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8071,1022511254,300982673,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8072,1022511254,300982674,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8073,1022511255,300982842,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8074,1022511255,300982843,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8075,1022511255,300982930,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8076,1022511255,300983069,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8077,1022511255,300983070,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8078,1022511255,300983079,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8079,1022511255,300983162,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8080,1022511255,300983163,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8081,1022511256,300983164,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8082,1022511256,300983165,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8083,1022511256,300983166,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8084,1022511256,300983168,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8085,1022511256,300983176,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8086,1022511256,300983238,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8087,1022511256,300983239,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8088,1022511256,300983240,WA007310726WA0031013007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8089,1022511257,300983246,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8090,1022511257,300983251,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8091,1022511257,300983252,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8092,1022511257,300983253,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8093,1022511257,300983295,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8094,1022511257,300983296,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8095,1022511257,300983297,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8096,1022511257,300983298,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-9999A-9999E15
8097,1022511258,300983367,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8098,1022511258,300983368,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8099,1022511258,300983369,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8100,1022511258,300983370,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8101,1022511258,300983409,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8102,1022511258,300983410,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8103,1022511258,300983411,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8104,1022511258,300983412,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8105,1022511259,300983413,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8106,1022511259,300983414,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8107,1022511259,300983416,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8108,1022511259,300983417,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8109,1022511259,300983437,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8110,1022511259,300983438,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8111,1022511259,300983439,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8112,1022511259,300983440,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3035A-9999A-9999E15
8113,1022511260,300983473,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8114,1022511260,300983474,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8115,1022511260,300983475,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8116,1022511260,300983476,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8117,1022511260,300983481,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8118,1022511260,300983482,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8119,1022511260,300983483,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8120,1022511260,300983487,WA007310726WA0031013002A-3007DRYGUM-3007FO-3007S-3025S-3033A-3035A-9999A-9999E15
8121,1022511261,300983504,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E15
8122,1022511261,300983505,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E15
8123,1022511261,300983506,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E15
8124,1022511351,300983901,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8125,1022511351,300983902,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8126,1022511351,300983903,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8127,1022511351,300983904,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8128,1022511351,300983905,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8129,1022511351,300983906,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8130,1022511351,300983907,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8131,1022511351,300983910,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8132,1022511352,300983911,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8133,1022511352,300983946,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8134,1022511352,300983947,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8135,1022511352,300983948,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8136,1022511352,300984032,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8137,1022511352,300984036,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8138,1022511352,300984055,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8139,1022511352,300984056,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8140,1022511353,300984064,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8141,1022511353,300984067,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8142,1022511353,300984077,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8143,1022511353,300984078,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8144,1022511353,300984079,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8145,1022511353,300984086,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8146,1022511353,300984102,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8147,1022511353,300984103,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8148,1022511354,300984110,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8149,1022511354,300984131,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8150,1022511354,300984140,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8151,1022511354,300984141,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8152,1022511354,300984153,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8153,1022511354,300984154,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8154,1022511354,300984274,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8155,1022511354,300984275,WA007310726WA0031013002A-3007S-3025S-3033A-3035A-9999A-9999E14
8156,1022511355,300984276,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8157,1022511355,300984278,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8158,1022511355,300984279,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8159,1022511355,300984280,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8160,1022511355,300984336,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8161,1022511355,300984337,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8162,1022511355,300984338,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8163,1022511355,300984339,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
8164,1022511356,300984409,WA007310726WA0031013002A-3007S-3025S-3035A-9999A-9999E14
